"DOI","Topic Area"
"10.1371/journal.pntd.0000386","Microbiology"
"10.1371/journal.pntd.0000386","Infectious Diseases"
"10.1371/journal.pntd.0000387","Biochemistry"
"10.1371/journal.pntd.0000387","Molecular Biology"
"10.1371/journal.pntd.0000387","Infectious Diseases"
"10.1371/journal.pntd.0000388","Computational Biology"
"10.1371/journal.pntd.0000388","Virology"
"10.1371/journal.pntd.0000388","Infectious Diseases"
"10.1371/journal.pntd.0000389","Rheumatology"
"10.1371/journal.pntd.0000389","Virology"
"10.1371/journal.pntd.0000389","Public Health and Epidemiology"
"10.1371/journal.pntd.0000390","Virology"
"10.1371/journal.pntd.0000391","Public Health and Epidemiology"
"10.1371/journal.pntd.0000392","Genetics and Genomics"
"10.1371/journal.pntd.0000392","Infectious Diseases"
"10.1371/journal.pntd.0000392","Public Health and Epidemiology"
"10.1371/journal.pntd.0000393","Genetics and Genomics"
"10.1371/journal.pntd.0000393","Infectious Diseases"
"10.1371/journal.pntd.0000394","Public Health and Epidemiology"
"10.1371/journal.pntd.0000394","Infectious Diseases"
"10.1371/journal.pntd.0000394","Ophthalmology"
"10.1371/journal.pntd.0000395","Public Health and Epidemiology"
"10.1371/journal.pntd.0000396","Infectious Diseases"
"10.1371/journal.pntd.0000396","Ophthalmology"
"10.1371/journal.pntd.0000396","Public Health and Epidemiology"
"10.1371/journal.pntd.0000397","Molecular Biology"
"10.1371/journal.pntd.0000397","Infectious Diseases"
"10.1371/journal.pntd.0000398","Biochemistry"
"10.1371/journal.pntd.0000399","Infectious Diseases"
"10.1371/journal.pntd.0000399","Immunology"
"10.1371/journal.pntd.0000400","Public Health and Epidemiology"
"10.1371/journal.pntd.0000401","Infectious Diseases"
"10.1371/journal.pntd.0000402","Public Health and Epidemiology"
"10.1371/journal.pntd.0000403","Infectious Diseases"
"10.1371/journal.pntd.0000403","Immunology"
"10.1371/journal.pntd.0000404","Infectious Diseases"
"10.1371/journal.pntd.0000404","Public Health and Epidemiology"
"10.1371/journal.pntd.0000405","Public Health and Epidemiology"
"10.1371/journal.pntd.0000406","Public Health and Epidemiology"
"10.1371/journal.pntd.0000406","Infectious Diseases"
"10.1371/journal.pntd.0000406","Neurological Disorders"
"10.1371/journal.pntd.0000407","Infectious Diseases"
"10.1371/journal.pntd.0000407","Immunology"
"10.1371/journal.pntd.0000408","Genetics and Genomics"
"10.1371/journal.pntd.0000408","Public Health and Epidemiology"
"10.1371/journal.pntd.0000408","Virology"
"10.1371/journal.pntd.0000409","Cell Biology"
"10.1371/journal.pntd.0000410","Biotechnology"
"10.1371/journal.pntd.0000410","Infectious Diseases"
"10.1371/journal.pntd.0000411","Infectious Diseases"
"10.1371/journal.pntd.0000411","Public Health and Epidemiology"
"10.1371/journal.pntd.0000413","Microbiology"
"10.1371/journal.pntd.0000413","Non-Clinical Medicine"
"10.1371/journal.pntd.0000413","Computer Science"
"10.1371/journal.pntd.0000413","Infectious Diseases"
"10.1371/journal.pntd.0000413","Public Health and Epidemiology"
"10.1371/journal.pntd.0000414","Infectious Diseases"
"10.1371/journal.pntd.0000415","Infectious Diseases"
"10.1371/journal.pntd.0000415","Microbiology"
"10.1371/journal.pntd.0000416","Public Health and Epidemiology"
"10.1371/journal.pntd.0000416","Infectious Diseases"
"10.1371/journal.pntd.0000417","Immunology"
"10.1371/journal.pntd.0000417","Cell Biology"
"10.1371/journal.pntd.0000418","Biotechnology"
"10.1371/journal.pntd.0000418","Pharmacology"
"10.1371/journal.pntd.0000418","Computational Biology"
"10.1371/journal.pntd.0000419","Microbiology"
"10.1371/journal.pntd.0000419","Pediatrics and Child Health"
"10.1371/journal.pntd.0000419","Surgery"
"10.1371/journal.pntd.0000419","Infectious Diseases"
"10.1371/journal.pntd.0000420","Infectious Diseases"
"10.1371/journal.pntd.0000420","Immunology"
"10.1371/journal.pntd.0000421","Developmental Biology"
"10.1371/journal.pntd.0000421","Immunology"
"10.1371/journal.pntd.0000421","Public Health and Epidemiology"
"10.1371/journal.pntd.0000422","Infectious Diseases"
"10.1371/journal.pntd.0000422","Microbiology"
"10.1371/journal.pntd.0000422","Public Health and Epidemiology"
"10.1371/journal.pntd.0000423","Infectious Diseases"
"10.1371/journal.pntd.0000423","Virology"
"10.1371/journal.pntd.0000424","Public Health and Epidemiology"
"10.1371/journal.pntd.0000426","Infectious Diseases"
"10.1371/journal.pntd.0000427","Ecology"
"10.1371/journal.pntd.0000427","Infectious Diseases"
"10.1371/journal.pntd.0000427","Public Health and Epidemiology"
"10.1371/journal.pntd.0000428","Infectious Diseases"
"10.1371/journal.pntd.0000429","Infectious Diseases"
"10.1371/journal.pntd.0000430","Women's Health"
"10.1371/journal.pntd.0000430","Infectious Diseases"
"10.1371/journal.pntd.0000431","Public Health and Epidemiology"
"10.1371/journal.pntd.0000431","Infectious Diseases"
"10.1371/journal.pntd.0000432","Infectious Diseases"
"10.1371/journal.pntd.0000433","Immunology"
"10.1371/journal.pntd.0000433","Infectious Diseases"
"10.1371/journal.pntd.0000434","Biochemistry"
"10.1371/journal.pntd.0000434","Infectious Diseases"
"10.1371/journal.pntd.0000434","Microbiology"
"10.1371/journal.pntd.0000435","Infectious Diseases"
"10.1371/journal.pntd.0000436","Infectious Diseases"
"10.1371/journal.pntd.0000438","Infectious Diseases"
"10.1371/journal.pntd.0000439","Immunology"
"10.1371/journal.pntd.0000441","Immunology"
"10.1371/journal.pntd.0000441","Virology"
"10.1371/journal.pntd.0000441","Infectious Diseases"
"10.1371/journal.pntd.0000442","Obstetrics"
"10.1371/journal.pntd.0000442","Virology"
"10.1371/journal.pntd.0000442","Public Health and Epidemiology"
"10.1371/journal.pntd.0000442","Infectious Diseases"
"10.1371/journal.pntd.0000444","Pediatrics and Child Health"
"10.1371/journal.pntd.0000444","Infectious Diseases"
"10.1371/journal.pntd.0000444","Public Health and Epidemiology"
"10.1371/journal.pntd.0000446","Virology"
"10.1371/journal.pntd.0000447","Ecology"
"10.1371/journal.pntd.0000447","Public Health and Epidemiology"
"10.1371/journal.pntd.0000447","Infectious Diseases"
"10.1371/journal.pntd.0000448","Evolutionary Biology"
"10.1371/journal.pntd.0000448","Genetics and Genomics"
"10.1371/journal.pntd.0000448","Virology"
"10.1371/journal.pntd.0000449","Computational Biology"
"10.1371/journal.pntd.0000449","Biochemistry"
"10.1371/journal.pntd.0000449","Infectious Diseases"
"10.1371/journal.pntd.0000450","Microbiology"
"10.1371/journal.pntd.0000450","Infectious Diseases"
"10.1371/journal.pntd.0000451","Infectious Diseases"
"10.1371/journal.pntd.0000452","Ecology"
"10.1371/journal.pntd.0000452","Genetics and Genomics"
"10.1371/journal.pntd.0000453","Critical Care and Emergency Medicine"
"10.1371/journal.pntd.0000453","Immunology"
"10.1371/journal.pntd.0000453","Infectious Diseases"
"10.1371/journal.pntd.0000455","Cell Biology"
"10.1371/journal.pntd.0000455","Genetics and Genomics"
"10.1371/journal.pntd.0000455","Infectious Diseases"
"10.1371/journal.pntd.0000456","Virology"
"10.1371/journal.pntd.0000456","Immunology"
"10.1371/journal.pntd.0000457","Immunology"
"10.1371/journal.pntd.0000457","Infectious Diseases"
"10.1371/journal.pntd.0000458","Mathematics"
"10.1371/journal.pntd.0000458","Public Health and Epidemiology"
"10.1371/journal.pntd.0000458","Infectious Diseases"
"10.1371/journal.pntd.0000459","Biochemistry"
"10.1371/journal.pntd.0000459","Infectious Diseases"
"10.1371/journal.pntd.0000461","Neurological Disorders"
"10.1371/journal.pntd.0000461","Infectious Diseases"
"10.1371/journal.pntd.0000462","Infectious Diseases"
"10.1371/journal.pntd.0000463","Infectious Diseases"
"10.1371/journal.pntd.0000463","Immunology"
"10.1371/journal.pntd.0000464","Cell Biology"
"10.1371/journal.pntd.0000464","Pharmacology"
"10.1371/journal.pntd.0000464","Developmental Biology"
"10.1371/journal.pntd.0000464","Physiology"
"10.1371/journal.pntd.0000465","Computer Science"
"10.1371/journal.pntd.0000465","Infectious Diseases"
"10.1371/journal.pntd.0000466","Public Health and Epidemiology"
"10.1371/journal.pntd.0000467","Dermatology"
"10.1371/journal.pntd.0000467","Public Health and Epidemiology"
"10.1371/journal.pntd.0000467","Infectious Diseases"
"10.1371/journal.pntd.0000468","Public Health and Epidemiology"
"10.1371/journal.pntd.0000468","Virology"
"10.1371/journal.pntd.0000469","Infectious Diseases"
"10.1371/journal.pntd.0000469","Molecular Biology"
"10.1371/journal.pntd.0000470","Infectious Diseases"
"10.1371/journal.pntd.0000472","Evolutionary Biology"
"10.1371/journal.pntd.0000472","Infectious Diseases"
"10.1371/journal.pntd.0000472","Neurological Disorders"
"10.1371/journal.pntd.0000472","Public Health and Epidemiology"
"10.1371/journal.pntd.0000472","Virology"
"10.1371/journal.pntd.0000473","Obstetrics"
"10.1371/journal.pntd.0000473","Public Health and Epidemiology"
"10.1371/journal.pntd.0000473","Infectious Diseases"
"10.1371/journal.pntd.0000474","Infectious Diseases"
"10.1371/journal.pntd.0000475","Biochemistry"
"10.1371/journal.pntd.0000475","Evolutionary Biology"
"10.1371/journal.pntd.0000475","Infectious Diseases"
"10.1371/journal.pntd.0000475","Microbiology"
"10.1371/journal.pntd.0000476","Immunology"
"10.1371/journal.pntd.0000476","Genetics and Genomics"
"10.1371/journal.pntd.0000476","Infectious Diseases"
"10.1371/journal.pntd.0000477","Biochemistry"
"10.1371/journal.pntd.0000477","Cell Biology"
"10.1371/journal.pntd.0000478","Biochemistry"
"10.1371/journal.pntd.0000478","Biotechnology"
"10.1371/journal.pntd.0000478","Chemical Biology"
"10.1371/journal.pntd.0000478","Infectious Diseases"
"10.1371/journal.pntd.0000478","Pathology"
"10.1371/journal.pntd.0000479","Infectious Diseases"
"10.1371/journal.pntd.0000480","Infectious Diseases"
"10.1371/journal.pntd.0000480","Immunology"
"10.1371/journal.pntd.0000481","Public Health and Epidemiology"
"10.1371/journal.pntd.0000481","Ecology"
"10.1371/journal.pntd.0000481","Infectious Diseases"
"10.1371/journal.pntd.0000482","Genetics and Genomics"
"10.1371/journal.pntd.0000482","Non-Clinical Medicine"
"10.1371/journal.pntd.0000482","Public Health and Epidemiology"
"10.1371/journal.pntd.0000483","Mathematics"
"10.1371/journal.pntd.0000483","Public Health and Epidemiology"
"10.1371/journal.pntd.0000483","Infectious Diseases"
"10.1371/journal.pntd.0000484","Infectious Diseases"
"10.1371/journal.pntd.0000484","Public Health and Epidemiology"
"10.1371/journal.pntd.0000486","Biotechnology"
"10.1371/journal.pntd.0000486","Genetics and Genomics"
"10.1371/journal.pntd.0000486","Infectious Diseases"
"10.1371/journal.pntd.0000486","Pharmacology"
"10.1371/journal.pntd.0000486","Radiology and Medical Imaging"
"10.1371/journal.pntd.0000488","Public Health and Epidemiology"
"10.1371/journal.pntd.0000489","Immunology"
"10.1371/journal.pntd.0000489","Infectious Diseases"
"10.1371/journal.pntd.0000490","Infectious Diseases"
"10.1371/journal.pntd.0000490","Ecology"
"10.1371/journal.pntd.0000491","Microbiology"
"10.1371/journal.pntd.0000492","Public Health and Epidemiology"
"10.1371/journal.pntd.0000492","Infectious Diseases"
"10.1371/journal.pntd.0000494","Infectious Diseases"
"10.1371/journal.pntd.0000494","Public Health and Epidemiology"
"10.1371/journal.pntd.0000497","Infectious Diseases"
"10.1371/journal.pone.0000001","Critical Care and Emergency Medicine"
"10.1371/journal.pone.0000001","Infectious Diseases"
"10.1371/journal.pone.0000001","Neurological Disorders"
"10.1371/journal.pone.0000001","Immunology"
"10.1371/journal.pone.0000001","Neuroscience"
"10.1371/journal.pone.0000001","Physiology"
"10.1371/journal.pone.0000002","Hematology"
"10.1371/journal.pone.0000002","Pathology"
"10.1371/journal.pone.0000002","Physiology"
"10.1371/journal.pone.0000003","Evolutionary Biology"
"10.1371/journal.pone.0000003","Genetics and Genomics"
"10.1371/journal.pone.0000003","Molecular Biology"
"10.1371/journal.pone.0000004","Cell Biology"
"10.1371/journal.pone.0000004","Developmental Biology"
"10.1371/journal.pone.0000004","Molecular Biology"
"10.1371/journal.pone.0000004","Genetics and Genomics"
"10.1371/journal.pone.0000005","Ecology"
"10.1371/journal.pone.0000005","Science Policy"
"10.1371/journal.pone.0000005","Non-Clinical Medicine"
"10.1371/journal.pone.0000006","Developmental Biology"
"10.1371/journal.pone.0000007","Genetics and Genomics"
"10.1371/journal.pone.0000007","Evolutionary Biology"
"10.1371/journal.pone.0000008","Evolutionary Biology"
"10.1371/journal.pone.0000009","Genetics and Genomics"
"10.1371/journal.pone.0000009","Cell Biology"
"10.1371/journal.pone.0000009","Developmental Biology"
"10.1371/journal.pone.0000010","Microbiology"
"10.1371/journal.pone.0000010","Pediatrics and Child Health"
"10.1371/journal.pone.0000010","Public Health and Epidemiology"
"10.1371/journal.pone.0000010","Infectious Diseases"
"10.1371/journal.pone.0000011","Public Health and Epidemiology"
"10.1371/journal.pone.0000012","Computational Biology"
"10.1371/journal.pone.0000012","Infectious Diseases"
"10.1371/journal.pone.0000012","Public Health and Epidemiology"
"10.1371/journal.pone.0000013","Molecular Biology"
"10.1371/journal.pone.0000014","Evolutionary Biology"
"10.1371/journal.pone.0000014","Geriatrics"
"10.1371/journal.pone.0000014","Neuroscience"
"10.1371/journal.pone.0000015","Biotechnology"
"10.1371/journal.pone.0000015","Developmental Biology"
"10.1371/journal.pone.0000016","Neuroscience"
"10.1371/journal.pone.0000017","Computational Biology"
"10.1371/journal.pone.0000017","Ecology"
"10.1371/journal.pone.0000017","Evolutionary Biology"
"10.1371/journal.pone.0000017","Genetics and Genomics"
"10.1371/journal.pone.0000017","Infectious Diseases"
"10.1371/journal.pone.0000017","Microbiology"
"10.1371/journal.pone.0000017","Molecular Biology"
"10.1371/journal.pone.0000017","Public Health and Epidemiology"
"10.1371/journal.pone.0000017","Respiratory Medicine"
"10.1371/journal.pone.0000018","Hematology"
"10.1371/journal.pone.0000018","Oncology"
"10.1371/journal.pone.0000019","Biochemistry"
"10.1371/journal.pone.0000019","Cell Biology"
"10.1371/journal.pone.0000019","Genetics and Genomics"
"10.1371/journal.pone.0000019","Neurological Disorders"
"10.1371/journal.pone.0000020","Infectious Diseases"
"10.1371/journal.pone.0000020","Public Health and Epidemiology"
"10.1371/journal.pone.0000021","Infectious Diseases"
"10.1371/journal.pone.0000021","Pediatrics and Child Health"
"10.1371/journal.pone.0000022","Genetics and Genomics"
"10.1371/journal.pone.0000023","Oncology"
"10.1371/journal.pone.0000023","Pharmacology"
"10.1371/journal.pone.0000024","Infectious Diseases"
"10.1371/journal.pone.0000024","Respiratory Medicine"
"10.1371/journal.pone.0000025","Cardiovascular Disorders"
"10.1371/journal.pone.0000025","Physiology"
"10.1371/journal.pone.0000026","Cell Biology"
"10.1371/journal.pone.0000026","Computational Biology"
"10.1371/journal.pone.0000026","Developmental Biology"
"10.1371/journal.pone.0000026","Genetics and Genomics"
"10.1371/journal.pone.0000026","Molecular Biology"
"10.1371/journal.pone.0000027","Ecology"
"10.1371/journal.pone.0000027","Infectious Diseases"
"10.1371/journal.pone.0000027","Public Health and Epidemiology"
"10.1371/journal.pone.0000028","Neuroscience"
"10.1371/journal.pone.0000029","Cell Biology"
"10.1371/journal.pone.0000029","Diabetes and Endocrinology"
"10.1371/journal.pone.0000029","Immunology"
"10.1371/journal.pone.0000029","Infectious Diseases"
"10.1371/journal.pone.0000029","Microbiology"
"10.1371/journal.pone.0000029","Molecular Biology"
"10.1371/journal.pone.0000029","Pathology"
"10.1371/journal.pone.0000030","Biochemistry"
"10.1371/journal.pone.0000030","Cell Biology"
"10.1371/journal.pone.0000030","Evolutionary Biology"
"10.1371/journal.pone.0000030","Molecular Biology"
"10.1371/journal.pone.0000031","Diabetes and Endocrinology"
"10.1371/journal.pone.0000031","Evolutionary Biology"
"10.1371/journal.pone.0000031","Immunology"
"10.1371/journal.pone.0000031","Non-Clinical Medicine"
"10.1371/journal.pone.0000031","Molecular Biology"
"10.1371/journal.pone.0000031","Rheumatology"
"10.1371/journal.pone.0000031","Genetics and Genomics"
"10.1371/journal.pone.0000031","Physiology"
"10.1371/journal.pone.0000032","Oncology"
"10.1371/journal.pone.0000032","Pathology"
"10.1371/journal.pone.0000033","Immunology"
"10.1371/journal.pone.0000033","Molecular Biology"
"10.1371/journal.pone.0000034","Biochemistry"
"10.1371/journal.pone.0000034","Chemistry"
"10.1371/journal.pone.0000034","Genetics and Genomics"
"10.1371/journal.pone.0000034","Biotechnology"
"10.1371/journal.pone.0000035","Cell Biology"
"10.1371/journal.pone.0000035","Developmental Biology"
"10.1371/journal.pone.0000035","Diabetes and Endocrinology"
"10.1371/journal.pone.0000035","Physiology"
"10.1371/journal.pone.0000036","Plant Biology"
"10.1371/journal.pone.0000037","Developmental Biology"
"10.1371/journal.pone.0000037","Genetics and Genomics"
"10.1371/journal.pone.0000038","Genetics and Genomics"
"10.1371/journal.pone.0000038","Ophthalmology"
"10.1371/journal.pone.0000039","Neuroscience"
"10.1371/journal.pone.0000039","Computer Science"
"10.1371/journal.pone.0000040","Immunology"
"10.1371/journal.pone.0000040","Infectious Diseases"
"10.1371/journal.pone.0000040","Microbiology"
"10.1371/journal.pone.0000040","Virology"
"10.1371/journal.pone.0000041","Ecology"
"10.1371/journal.pone.0000041","Evolutionary Biology"
"10.1371/journal.pone.0000041","Infectious Diseases"
"10.1371/journal.pone.0000041","Pathology"
"10.1371/journal.pone.0000041","Public Health and Epidemiology"
"10.1371/journal.pone.0000041","Virology"
"10.1371/journal.pone.0000042","Immunology"
"10.1371/journal.pone.0000042","Oncology"
"10.1371/journal.pone.0000042","Hematology"
"10.1371/journal.pone.0000043","Infectious Diseases"
"10.1371/journal.pone.0000043","Microbiology"
"10.1371/journal.pone.0000044","Cell Biology"
"10.1371/journal.pone.0000044","Computational Biology"
"10.1371/journal.pone.0000044","Infectious Diseases"
"10.1371/journal.pone.0000045","Evolutionary Biology"
"10.1371/journal.pone.0000046","Molecular Biology"
"10.1371/journal.pone.0000047","Cell Biology"
"10.1371/journal.pone.0000047","Oncology"
"10.1371/journal.pone.0000047","Hematology"
"10.1371/journal.pone.0000048","Cardiovascular Disorders"
"10.1371/journal.pone.0000048","Radiology and Medical Imaging"
"10.1371/journal.pone.0000049","Biophysics"
"10.1371/journal.pone.0000049","Cell Biology"
"10.1371/journal.pone.0000050","Immunology"
"10.1371/journal.pone.0000051","Pathology"
"10.1371/journal.pone.0000051","Biochemistry"
"10.1371/journal.pone.0000051","Cell Biology"
"10.1371/journal.pone.0000051","Neuroscience"
"10.1371/journal.pone.0000052","Mental Health"
"10.1371/journal.pone.0000052","Neurological Disorders"
"10.1371/journal.pone.0000052","Neuroscience"
"10.1371/journal.pone.0000052","Non-Clinical Medicine"
"10.1371/journal.pone.0000052","Public Health and Epidemiology"
"10.1371/journal.pone.0000053","Cell Biology"
"10.1371/journal.pone.0000054","Cell Biology"
"10.1371/journal.pone.0000054","Immunology"
"10.1371/journal.pone.0000054","Molecular Biology"
"10.1371/journal.pone.0000055","Biotechnology"
"10.1371/journal.pone.0000055","Infectious Diseases"
"10.1371/journal.pone.0000055","Genetics and Genomics"
"10.1371/journal.pone.0000055","Immunology"
"10.1371/journal.pone.0000056","Cardiovascular Disorders"
"10.1371/journal.pone.0000056","Nutrition"
"10.1371/journal.pone.0000056","Pharmacology"
"10.1371/journal.pone.0000056","Physiology"
"10.1371/journal.pone.0000057","Infectious Diseases"
"10.1371/journal.pone.0000057","Genetics and Genomics"
"10.1371/journal.pone.0000057","Microbiology"
"10.1371/journal.pone.0000057","Immunology"
"10.1371/journal.pone.0000058","Chemistry"
"10.1371/journal.pone.0000058","Computational Biology"
"10.1371/journal.pone.0000058","Infectious Diseases"
"10.1371/journal.pone.0000059","Computational Biology"
"10.1371/journal.pone.0000059","Plant Biology"
"10.1371/journal.pone.0000060","Public Health and Epidemiology"
"10.1371/journal.pone.0000061","Cell Biology"
"10.1371/journal.pone.0000061","Computational Biology"
"10.1371/journal.pone.0000062","Neuroscience"
"10.1371/journal.pone.0000062","Evolutionary Biology"
"10.1371/journal.pone.0000063","Ecology"
"10.1371/journal.pone.0000063","Science Policy"
"10.1371/journal.pone.0000064","Cardiovascular Disorders"
"10.1371/journal.pone.0000064","Diabetes and Endocrinology"
"10.1371/journal.pone.0000064","Genetics and Genomics"
"10.1371/journal.pone.0000065","Cell Biology"
"10.1371/journal.pone.0000065","Ecology"
"10.1371/journal.pone.0000065","Nutrition"
"10.1371/journal.pone.0000065","Physiology"
"10.1371/journal.pone.0000066","Biochemistry"
"10.1371/journal.pone.0000066","Cell Biology"
"10.1371/journal.pone.0000066","Developmental Biology"
"10.1371/journal.pone.0000067","Physiology"
"10.1371/journal.pone.0000067","Biochemistry"
"10.1371/journal.pone.0000067","Neuroscience"
"10.1371/journal.pone.0000068","Immunology"
"10.1371/journal.pone.0000068","Infectious Diseases"
"10.1371/journal.pone.0000069","Evolutionary Biology"
"10.1371/journal.pone.0000069","Immunology"
"10.1371/journal.pone.0000069","Infectious Diseases"
"10.1371/journal.pone.0000069","Microbiology"
"10.1371/journal.pone.0000069","Molecular Biology"
"10.1371/journal.pone.0000069","Public Health and Epidemiology"
"10.1371/journal.pone.0000069","Virology"
"10.1371/journal.pone.0000070","Biochemistry"
"10.1371/journal.pone.0000070","Genetics and Genomics"
"10.1371/journal.pone.0000070","Microbiology"
"10.1371/journal.pone.0000070","Molecular Biology"
"10.1371/journal.pone.0000071","Biochemistry"
"10.1371/journal.pone.0000071","Biotechnology"
"10.1371/journal.pone.0000071","Infectious Diseases"
"10.1371/journal.pone.0000072","Ecology"
"10.1371/journal.pone.0000072","Evolutionary Biology"
"10.1371/journal.pone.0000072","Genetics and Genomics"
"10.1371/journal.pone.0000073","Evolutionary Biology"
"10.1371/journal.pone.0000074","Evolutionary Biology"
"10.1371/journal.pone.0000075","Evolutionary Biology"
"10.1371/journal.pone.0000076","Evolutionary Biology"
"10.1371/journal.pone.0000076","Genetics and Genomics"
"10.1371/journal.pone.0000077","Immunology"
"10.1371/journal.pone.0000077","Infectious Diseases"
"10.1371/journal.pone.0000078","Ecology"
"10.1371/journal.pone.0000079","Biotechnology"
"10.1371/journal.pone.0000080","Genetics and Genomics"
"10.1371/journal.pone.0000081","Evolutionary Biology"
"10.1371/journal.pone.0000082","Cell Biology"
"10.1371/journal.pone.0000083","Cardiovascular Disorders"
"10.1371/journal.pone.0000085","Genetics and Genomics"
"10.1371/journal.pone.0000085","Evolutionary Biology"
"10.1371/journal.pone.0000086","Neuroscience"
"10.1371/journal.pone.0000086","Neurological Disorders"
"10.1371/journal.pone.0000087","Immunology"
"10.1371/journal.pone.0000087","Pediatrics and Child Health"
"10.1371/journal.pone.0000087","Rheumatology"
"10.1371/journal.pone.0000088","Genetics and Genomics"
"10.1371/journal.pone.0000089","Immunology"
"10.1371/journal.pone.0000089","Infectious Diseases"
"10.1371/journal.pone.0000090","Geriatrics"
"10.1371/journal.pone.0000090","Mental Health"
"10.1371/journal.pone.0000090","Neuroscience"
"10.1371/journal.pone.0000090","Physiology"
"10.1371/journal.pone.0000090","Science Policy"
"10.1371/journal.pone.0000091","Cardiovascular Disorders"
"10.1371/journal.pone.0000092","Genetics and Genomics"
"10.1371/journal.pone.0000092","Microbiology"
"10.1371/journal.pone.0000093","Cell Biology"
"10.1371/journal.pone.0000093","Molecular Biology"
"10.1371/journal.pone.0000093","Oncology"
"10.1371/journal.pone.0000094","Genetics and Genomics"
"10.1371/journal.pone.0000095","Biotechnology"
"10.1371/journal.pone.0000095","Critical Care and Emergency Medicine"
"10.1371/journal.pone.0000095","Infectious Diseases"
"10.1371/journal.pone.0000095","Microbiology"
"10.1371/journal.pone.0000095","Public Health and Epidemiology"
"10.1371/journal.pone.0000095","Virology"
"10.1371/journal.pone.0000096","Biophysics"
"10.1371/journal.pone.0000096","Evolutionary Biology"
"10.1371/journal.pone.0000096","Molecular Biology"
"10.1371/journal.pone.0000097","Diabetes and Endocrinology"
"10.1371/journal.pone.0000097","Pharmacology"
"10.1371/journal.pone.0000097","Cardiovascular Disorders"
"10.1371/journal.pone.0000097","Computational Biology"
"10.1371/journal.pone.0000098","Genetics and Genomics"
"10.1371/journal.pone.0000098","Oncology"
"10.1371/journal.pone.0000099","Infectious Diseases"
"10.1371/journal.pone.0000099","Microbiology"
"10.1371/journal.pone.0000100","Neuroscience"
"10.1371/journal.pone.0000101","Evidence-Based Healthcare"
"10.1371/journal.pone.0000101","Immunology"
"10.1371/journal.pone.0000101","Public Health and Epidemiology"
"10.1371/journal.pone.0000101","Infectious Diseases"
"10.1371/journal.pone.0000102","Immunology"
"10.1371/journal.pone.0000102","Pediatrics and Child Health"
"10.1371/journal.pone.0000102","Virology"
"10.1371/journal.pone.0000103","Computational Biology"
"10.1371/journal.pone.0000103","Neuroscience"
"10.1371/journal.pone.0000104","Biotechnology"
"10.1371/journal.pone.0000104","Computational Biology"
"10.1371/journal.pone.0000104","Developmental Biology"
"10.1371/journal.pone.0000104","Genetics and Genomics"
"10.1371/journal.pone.0000105","Ecology"
"10.1371/journal.pone.0000105","Evolutionary Biology"
"10.1371/journal.pone.0000105","Plant Biology"
"10.1371/journal.pone.0000106","Evolutionary Biology"
"10.1371/journal.pone.0000106","Developmental Biology"
"10.1371/journal.pone.0000106","Cell Biology"
"10.1371/journal.pone.0000107","Biochemistry"
"10.1371/journal.pone.0000107","Cell Biology"
"10.1371/journal.pone.0000107","Oncology"
"10.1371/journal.pone.0000108","Immunology"
"10.1371/journal.pone.0000108","Respiratory Medicine"
"10.1371/journal.pone.0000109","Public Health and Epidemiology"
"10.1371/journal.pone.0000109","Non-Clinical Medicine"
"10.1371/journal.pone.0000110","Ecology"
"10.1371/journal.pone.0000110","Evolutionary Biology"
"10.1371/journal.pone.0000110","Genetics and Genomics"
"10.1371/journal.pone.0000110","Molecular Biology"
"10.1371/journal.pone.0000110","Computational Biology"
"10.1371/journal.pone.0000111","Biophysics"
"10.1371/journal.pone.0000112","Evolutionary Biology"
"10.1371/journal.pone.0000112","Genetics and Genomics"
"10.1371/journal.pone.0000113","Evolutionary Biology"
"10.1371/journal.pone.0000113","Computational Biology"
"10.1371/journal.pone.0000114","Genetics and Genomics"
"10.1371/journal.pone.0000114","Mental Health"
"10.1371/journal.pone.0000114","Neuroscience"
"10.1371/journal.pone.0000115","Microbiology"
"10.1371/journal.pone.0000115","Molecular Biology"
"10.1371/journal.pone.0000116","Computational Biology"
"10.1371/journal.pone.0000117","Cardiovascular Disorders"
"10.1371/journal.pone.0000117","Genetics and Genomics"
"10.1371/journal.pone.0000117","Nutrition"
"10.1371/journal.pone.0000117","Public Health and Epidemiology"
"10.1371/journal.pone.0000118","Evolutionary Biology"
"10.1371/journal.pone.0000118","Ecology"
"10.1371/journal.pone.0000119","Biochemistry"
"10.1371/journal.pone.0000120","Biochemistry"
"10.1371/journal.pone.0000120","Cell Biology"
"10.1371/journal.pone.0000121","Infectious Diseases"
"10.1371/journal.pone.0000121","Public Health and Epidemiology"
"10.1371/journal.pone.0000122","Cell Biology"
"10.1371/journal.pone.0000122","Developmental Biology"
"10.1371/journal.pone.0000122","Evolutionary Biology"
"10.1371/journal.pone.0000122","Genetics and Genomics"
"10.1371/journal.pone.0000123","Plant Biology"
"10.1371/journal.pone.0000124","Cell Biology"
"10.1371/journal.pone.0000124","Oncology"
"10.1371/journal.pone.0000125","Evolutionary Biology"
"10.1371/journal.pone.0000125","Genetics and Genomics"
"10.1371/journal.pone.0000126","Cell Biology"
"10.1371/journal.pone.0000126","Neuroscience"
"10.1371/journal.pone.0000127","Ecology"
"10.1371/journal.pone.0000127","Evolutionary Biology"
"10.1371/journal.pone.0000127","Science Policy"
"10.1371/journal.pone.0000128","Molecular Biology"
"10.1371/journal.pone.0000128","Oncology"
