"Publication Date","Publication Year","Journal","Research Article' or 'non-Research Article'?","Article Title","Citations - CrossRef","Citations - PubMed Central","Citations - Scopus","Total Citations","Days Old","Citations Per Day"
03/28/07,2007,"PLoS ONE","RA","Statistical Reviewers Improve Reporting in Biomedical Articles: A Randomized Trial",2,0,3,5,"936.47",0.01
11/30/04,2004,"PLoS Medicine","non RA","The Intangible Magic of Celebrity Marketing",1,1,3,5,"1784.47",0
08/01/07,2007,"PLoS ONE","RA","Engineering the Melanocortin-4 Receptor to Control Constitutive and Ligand-Mediated Gs Signaling In Vivo",1,1,3,5,"810.47",0.01
03/12/08,2008,"PLoS ONE","RA","Screen for Localized Proteins in Caulobacter crescentus",2,1,2,5,"586.47",0.01
08/06/08,2008,"PLoS ONE","RA","Estimating the Resources Needed and Savings Anticipated from Roll-Out of Adult Male Circumcision in Sub-Saharan Africa",1,2,2,5,"439.47",0.01
11/28/07,2007,"PLoS ONE","RA","Epigenetic Regulation of Histone H3 Serine 10 Phosphorylation Status by HCF-1 Proteins in C. elegans and Mammalian Cells",1,2,2,5,"691.47",0.01
10/17/07,2007,"PLoS ONE","RA","Site-Directed Mutations in the C-Terminal Extension of Human ?B-Crystallin Affect Chaperone Function and Block Amyloid Fibril Formation",0,3,2,5,"733.47",0.01
03/15/05,2005,"PLoS Biology","non RA","Chromosome Cohesion: A Cycle of Holding Together and Falling Apart",0,1,4,5,"1679.47",0
03/12/08,2008,"PLoS ONE","RA","The Anti-Proliferative Effects of the CHFR Depend on the Forkhead Associated Domain, but not E3 Ligase Activity Mediated by Ring Finger Domain",1,2,2,5,"586.47",0.01
11/21/07,2007,"PLoS ONE","RA","Cerebrocortical Beta Activity in Overweight Humans Responds to Insulin Detemir",2,1,2,5,"698.47",0.01
11/14/07,2007,"PLoS ONE","RA","Inhibition of Protein Aggregation: Supramolecular Assemblies of Arginine Hold the Key",2,0,3,5,"705.47",0.01
10/30/08,2008,"PLoS ONE","RA","Deficiency of FLCN in Mouse Kidney Led to Development of Polycystic Kidneys and Renal Neoplasia",2,0,3,5,"354.47",0.01
11/28/07,2007,"PLoS ONE","RA","The Gene Transformer of Anastrepha Fruit Flies (Diptera, Tephritidae) and Its Evolution in Insects",0,2,3,5,"691.47",0.01
03/12/08,2008,"PLoS ONE","RA","Circulating Matrix Metalloproteinase-9 Is Associated with Cardiovascular Risk Factors in a Middle-Aged Normal Population",3,1,1,5,"586.47",0.01
11/07/06,2006,"PLoS Medicine","non RA","Educating Health Professionals about Drug and Device Promotion: Advocates' Recommendations",1,4,0,5,"1077.47",0
11/21/07,2007,"PLoS ONE","RA","Differential Regulation of Circulating Levels of Molecular Chaperones in Patients Undergoing Treatment for Periodontal Disease",3,1,1,5,"698.47",0.01
12/16/05,2005,"PLoS Pathogens","RA","Recognition of Conserved Amino Acid Motifs of Common Viruses and Its Role in Autoimmunity",4,1,0,5,"1403.47",0
10/06/08,2008,"PLoS ONE","RA","The IL-1-Like Cytokine IL-33 Is Constitutively Expressed in the Nucleus of Endothelial Cells and Epithelial Cells In Vivo: A Novel ?Alarmin??",2,0,3,5,"378.47",0.01
11/28/07,2007,"PLoS ONE","RA","Active Hippocampal Networks Undergo Spontaneous Synaptic Modification",2,1,2,5,"691.47",0.01
03/05/08,2008,"PLoS ONE","RA","Relativistic Compression and Expansion of Experiential Time in the Left and Right Space",2,0,3,5,"593.47",0.01
11/28/07,2007,"PLoS ONE","RA","An Intronic Signal for Alternative Splicing in the Human Genome",2,1,2,5,"691.47",0.01
10/01/08,2008,"PLoS Neglected Tropical Diseases","RA","Schistosoma mansoni Tegument Protein Sm29 Is Able to Induce a Th1-Type of Immune Response and Protection against Parasite Infection",1,0,4,5,"383.47",0.01
05/30/08,2008,"PLoS Pathogens","RA","Varicellovirus UL49.5 Proteins Differentially Affect the Function of the Transporter Associated with Antigen Processing, TAP",1,0,4,5,"507.47",0.01
04/11/08,2008,"PLoS Computational Biology","RA","A Generalized Allosteric Mechanism for cis-Regulated Cyclic Nucleotide Binding Domains",2,1,2,5,"556.47",0.01
10/19/04,2004,"PLoS Medicine","non RA","The Future of Surgical Research",1,0,4,5,"1826.47",0
12/02/05,2005,"PLoS Pathogens","RA","A Novel Endogenous Inhibitor of the Secreted Streptococcal NAD-Glycohydrolase",3,2,0,5,"1417.47",0
09/30/05,2005,"PLoS Pathogens","RA","Inhibition of MHC Class I Is a Virulence Factor in Herpes Simplex Virus Infection of Mice",2,3,0,5,"1480.47",0
03/26/08,2008,"PLoS Neglected Tropical Diseases","RA","Distribution of Mycobacterium ulcerans in Buruli Ulcer Endemic and Non-Endemic Aquatic Sites in Ghana",0,1,4,5,"572.47",0.01
12/26/06,2006,"PLoS Medicine","non RA","Stem Cells and Metastatic Cancer: Fatal Attraction?",1,2,2,5,"1028.47",0
03/12/08,2008,"PLoS ONE","RA","Swelling-Activated Ca2+ Channels Trigger Ca2+ Signals in Merkel Cells",1,2,2,5,"586.47",0.01
10/14/08,2008,"PLoS ONE","RA","Distribution and Effects of Nonsense Polymorphisms in Human Genes",2,1,2,5,"370.47",0.01
11/21/07,2007,"PLoS ONE","RA","Transcriptional Profiling of Non-Small Cell Lung Cancer Cells with Activating EGFR Somatic Mutations",1,2,2,5,"698.47",0.01
07/27/07,2007,"PLoS Genetics","non RA","Genetic Determinants of Human Health Span and Life Span: Progress and New Opportunities",3,1,1,5,"815.47",0.01
03/05/08,2008,"PLoS ONE","RA","Has the DOTS Strategy Improved Case Finding or Treatment Success? An Empirical Assessment",0,1,4,5,"593.47",0.01
03/05/08,2008,"PLoS ONE","RA","Identification and Characterization of a Novel Plasmodium falciparum Merozoite Apical Protein Involved in Erythrocyte Binding and Invasion",1,1,3,5,"593.47",0.01
03/05/08,2008,"PLoS ONE","RA","Nanofibrous Scaffolds Incorporating PDGF-BB Microspheres Induce Chemokine Expression and Tissue Neogenesis In Vivo",1,0,4,5,"593.47",0.01
12/20/06,2006,"PLoS ONE","RA","Prion Protein in Milk",1,1,3,5,"1034.47",0
11/07/07,2007,"PLoS ONE","RA","The R403Q Myosin Mutation Implicated in Familial Hypertrophic Cardiomyopathy Causes Disorder at the Actomyosin Interface",1,1,3,5,"712.47",0.01
01/16/08,2008,"PLoS ONE","RA","Lysine-Specific Demethylase 1 (LSD1) Is Required for the Transcriptional Repression of the Telomerase Reverse Transcriptase (hTERT) Gene",2,0,3,5,"642.47",0.01
02/19/08,2008,"PLoS Biology","non RA","Mitigating Mutational Meltdown in Mammalian Mitochondria",1,2,2,5,"608.47",0.01
07/16/08,2008,"PLoS ONE","RA","Immunological Monitoring of Renal Transplant Recipients to Predict Acute Allograft Rejection Following the Discontinuation of Tacrolimus",3,0,2,5,"460.47",0.01
01/23/08,2008,"PLoS ONE","RA","The Epidemics of Donations: Logistic Growth and Power-Laws",2,1,2,5,"635.47",0.01
06/03/08,2008,"PLoS Biology","RA","Modular Organization and Combinatorial Energetics of Proline?Tyrosine Nuclear Localization Signals",2,0,3,5,"503.47",0.01
08/13/08,2008,"PLoS ONE","RA","Evidence for the Mitochondrial Lactate Oxidation Complex in Rat Neurons: Demonstration of an Essential Component of Brain Lactate Shuttles",2,0,3,5,"432.47",0.01
10/14/08,2008,"PLoS ONE","RA","Worm Grunting, Fiddling, and Charming?Humans Unknowingly Mimic a Predator to Harvest Bait",2,1,2,5,"370.47",0.01
03/12/08,2008,"PLoS ONE","RA","Small-Bodied Humans from Palau, Micronesia",1,0,4,5,"586.47",0.01
05/21/08,2008,"PLoS ONE","RA","A Constitutional Translocation t(1;17)(p36.2;q11.2) in a Neuroblastoma Patient Disrupts the Human NBPF1 and ACCN1 Genes",2,2,1,5,"516.47",0.01
10/15/08,2008,"PLoS ONE","RA","Detection and Molecular Characterization of 9000-Year-Old Mycobacterium tuberculosis from a Neolithic Settlement in the Eastern Mediterranean",2,0,3,5,"369.47",0.01
09/02/08,2008,"PLoS Biology","RA","Redundant Mechanisms Recruit Actin into the Contractile Ring in Silkworm Spermatocytes",0,2,3,5,"412.47",0.01
05/21/08,2008,"PLoS ONE","RA","A Murine Model of falciparum-Malaria by In Vivo Selection of Competent Strains in Non-Myelodepleted Mice Engrafted with Human Erythrocytes",1,1,3,5,"516.47",0.01
04/30/08,2008,"PLoS ONE","RA","Localization and Characterization of STRO-1+ Cells in the Deer Pedicle and Regenerating Antler",3,0,2,5,"537.47",0.01
04/30/08,2008,"PLoS ONE","RA","An NF-Y-Dependent Switch of Positive and Negative Histone Methyl Marks on CCAAT Promoters",2,1,2,5,"537.47",0.01
10/31/07,2007,"PLoS ONE","RA","A Step Towards Seascape Scale Conservation: Using Vessel Monitoring Systems (VMS) to Map Fishing Activity",1,0,4,5,"719.47",0.01
06/04/08,2008,"PLoS ONE","RA","A Randomized, Placebo-Controlled Trial of the Bivalent Killed, Whole-Cell, Oral Cholera Vaccine in Adults and Children in a Cholera Endemic Area in Kolkata, India",1,0,4,5,"502.47",0.01
11/18/08,2008,"PLoS Biology","RA","Specialization Does Not Predict Individual Efficiency in an Ant",4,0,1,5,"335.47",0.01
12/28/04,2004,"PLoS Medicine","non RA","A New Vision for Clinical Trials in Africa",2,1,2,5,"1756.47",0
12/12/07,2007,"PLoS ONE","RA","Revisiting Estimates of CTL Killing Rates In Vivo",0,1,4,5,"677.47",0.01
02/15/08,2008,"PLoS Computational Biology","RA","Modeling an Evolutionary Conserved Circadian Cis-Element",1,1,3,5,"612.47",0.01
07/16/08,2008,"PLoS ONE","RA","Modulation of NKT Cell Development by B7-CD28 Interaction: An Expanding Horizon for Costimulation",2,0,3,5,"460.47",0.01
11/07/07,2007,"PLoS ONE","RA","Postembryonic Establishment of Megabase-Scale Gene Silencing in Nucleolar Dominance",2,0,3,5,"712.47",0.01
07/02/08,2008,"PLoS ONE","RA","Maternal Feeding Controls Fetal Biological Clock",1,1,3,5,"474.47",0.01
08/29/08,2008,"PLoS Computational Biology","RA","Noise Reduction by Diffusional Dissipation in a Minimal Quorum Sensing Motif",0,2,3,5,"416.47",0.01
11/07/07,2007,"PLoS ONE","RA","Induced Prion Protein Controls Immune-Activated Retroviruses in the Mouse Spleen",1,1,3,5,"712.47",0.01
03/05/08,2008,"PLoS ONE","RA","Open-Label Comparative Clinical Study of Chlorproguanil?Dapsone Fixed Dose Combination (Lapdap?) Alone or with Three Different Doses of Artesunate for Uncomplicated Plasmodium falciparum Malaria",2,2,1,5,"593.47",0.01
08/01/08,2008,"PLoS Computational Biology","RA","Evolutionarily Conserved Substrate Substructures for Automated Annotation of Enzyme Superfamilies",3,1,1,5,"444.47",0.01
09/05/08,2008,"PLoS Pathogens","RA","Stable Cytotoxic T Cell Escape Mutation in Hepatitis C Virus Is Linked to Maintenance of Viral Fitness",3,1,1,5,"409.47",0.01
07/18/08,2008,"PLoS Computational Biology","RA","Dynamics of Immune Escape during HIV/SIV Infection",3,1,1,5,"458.47",0.01
08/27/08,2008,"PLoS ONE","RA","Unusual Repertoire of Vocalizations in the BTBR T+tf/J Mouse Model of Autism",2,1,2,5,"418.47",0.01
03/12/08,2008,"PLoS Neglected Tropical Diseases","RA","Decision Tree Algorithms Predict the Diagnosis and Outcome of Dengue Fever in the Early Phase of Illness",1,1,3,5,"586.47",0.01
02/20/08,2008,"PLoS ONE","RA","Endothelial Domes Encapsulate Adherent Neutrophils and Minimize Increases in Vascular Permeability in Paracellular and Transcellular Emigration",1,1,3,5,"607.47",0.01
11/07/07,2007,"PLoS ONE","RA","Effects of a Flaxseed-Derived Lignan Supplement in Type 2 Diabetic Patients: A Randomized, Double-Blind, Cross-Over Trial",4,0,1,5,"712.47",0.01
10/07/08,2008,"PLoS Biology","RA","The Timing of Differentiation of Adult Hippocampal Neurons Is Crucial for Spatial Memory",2,1,2,5,"377.47",0.01
11/28/08,2008,"PLoS Pathogens","RA","snoRNA, a Novel Precursor of microRNA in Giardia lamblia",1,1,3,5,"325.47",0.02
08/08/08,2008,"PLoS Computational Biology","RA","Classifying RNA-Binding Proteins Based on Electrostatic Properties",0,2,3,5,"437.47",0.01
01/09/08,2008,"PLoS ONE","RA","Y-Chromosome Based Evidence for Pre-Neolithic Origin of the Genetically Homogeneous but Diverse Sardinian Population: Inference for Association Scans",1,1,3,5,"649.47",0.01
10/07/08,2008,"PLoS ONE","RA","Estimated Drug Overdose Deaths Averted by North America's First Medically-Supervised Safer Injection Facility",1,2,2,5,"377.47",0.01
09/14/07,2007,"PLoS Genetics","RA","Food Deprivation Attenuates Seizures through CaMKII and EAG K+ Channels",0,1,4,5,"766.47",0.01
10/27/06,2006,"PLoS Computational Biology","non RA","Biocurators: Contributors to the World of Science",0,2,3,5,"1088.47",0
02/27/08,2008,"PLoS ONE","RA","Parallel Selection on TRPV6 in Human Populations",3,0,2,5,"600.47",0.01
03/07/08,2008,"PLoS Genetics","RA","Leukocyte Tyrosine Kinase Functions in Pigment Cell Development",2,1,2,5,"591.47",0.01
02/06/08,2008,"PLoS ONE","RA","Fine Mapping of Posttranslational Modifications of the Linker Histone H1 from Drosophila melanogaster",1,1,3,5,"621.47",0.01
04/30/08,2008,"PLoS Neglected Tropical Diseases","non RA","Stigma: The Stealth Weapon of the NTD",0,2,3,5,"537.47",0.01
08/13/08,2008,"PLoS ONE","RA","Impaired Adult Neurogenesis in the Dentate Gyrus of a Triple Transgenic Mouse Model of Alzheimer's Disease",2,0,3,5,"432.47",0.01
01/02/09,2009,"PLoS Pathogens","RA","An Upstream Open Reading Frame Controls Translation of var2csa, a Gene Implicated in Placental Malaria",2,0,3,5,"290.47",0.02
05/30/08,2008,"PLoS Computational Biology","RA","Uncovering Interactions in the Frequency Domain",0,3,2,5,"507.47",0.01
03/07/08,2008,"PLoS Computational Biology","RA","Evolutionary Patterns in the Sequence and Structure of Transfer RNA: Early Origins of Archaea and Viruses",1,2,2,5,"591.47",0.01
02/13/08,2008,"PLoS ONE","RA","Coordination of Cell Polarity during Xenopus Gastrulation",2,0,3,5,"614.47",0.01
02/13/08,2008,"PLoS ONE","RA","Delayed Rectifier and A-Type Potassium Channels Associated with Kv 2.1 and Kv 4.3 Expression in Embryonic Rat Neural Progenitor Cells",2,1,2,5,"614.47",0.01
08/29/07,2007,"PLoS ONE","RA","The Relationship of Within-Host Multiplication and Virulence in a Plant-Virus System",2,1,2,5,"782.47",0.01
04/09/08,2008,"PLoS Neglected Tropical Diseases","RA","Differential Release and Phagocytosis of Tegument Glycoconjugates in Neurocysticercosis: Implications for Immune Evasion Strategies",2,1,2,5,"558.47",0.01
02/13/08,2008,"PLoS ONE","RA","Selective Pharmacological Targeting of a DEAD Box RNA Helicase",1,1,3,5,"614.47",0.01
02/13/08,2008,"PLoS ONE","RA","Oil Palm Research in Context: Identifying the Need for Biodiversity Assessment",2,0,3,5,"614.47",0.01
01/09/08,2008,"PLoS ONE","RA","Self-Assembling Peptide Nanofiber Scaffolds Accelerate Wound Healing",1,0,4,5,"649.47",0.01
08/29/08,2008,"PLoS ONE","RA","Small Deletion Variants Have Stable Breakpoints Commonly Associated with Alu Elements",3,1,1,5,"416.47",0.01
12/20/06,2006,"PLoS ONE","RA","Unusually Long Palindromes Are Abundant in Mitochondrial Control Regions of Insects and Nematodes",0,2,3,5,"1034.47",0
02/06/08,2008,"PLoS ONE","RA","Lack of Evidence for Changing Virulence of HIV-1 in North America",2,2,1,5,"621.47",0.01
10/15/08,2008,"PLoS ONE","RA","Oseltamivir Is Adequately Absorbed Following Nasogastric Administration to Adult Patients with Severe H5N1 Influenza",0,1,4,5,"369.47",0.01
09/19/08,2008,"PLoS Computational Biology","RA","Probabilistic Phylogenetic Inference with Insertions and Deletions",1,3,1,5,"395.47",0.01
10/18/05,2005,"PLoS Medicine","non RA","Human Health Risks from Low-Level Environmental Exposures: No Apparent Safety Thresholds",0,2,3,5,"1462.47",0
01/30/08,2008,"PLoS ONE","RA","Polyglutamine Expansion Accelerates the Dynamics of Ataxin-1 and Does Not Result in Aggregate Formation",1,1,3,5,"628.47",0.01
04/02/08,2008,"PLoS ONE","RA","Maternal Cocaine Administration in Mice Alters DNA Methylation and Gene Expression in Hippocampal Neurons of Neonatal and Prepubertal Offspring",1,1,3,5,"565.47",0.01
05/14/08,2008,"PLoS ONE","RA","Different Region Analysis for Genotyping Yersinia pestis Isolates from China",1,2,2,5,"523.47",0.01
05/23/08,2008,"PLoS Pathogens","RA","Intraspecies Transmission of BASE Induces Clinical Dullness and Amyotrophic Changes",2,1,2,5,"514.47",0.01
05/07/08,2008,"PLoS ONE","RA","5?HS5 of the Human ?-globin Locus Control Region Is Dispensable for the Formation of the ?-globin Active Chromatin Hub",2,1,2,5,"530.47",0.01
02/06/08,2008,"PLoS ONE","RA","Establishment of Mouse Embryonic Stem Cell-Derived Erythroid Progenitor Cell Lines Able to Produce Functional Red Blood Cells",4,0,1,5,"621.47",0.01
09/30/08,2008,"PLoS Biology","RA","Capturing Hammerhead Ribozyme Structures in Action by Modulating General Base Catalysis",1,1,3,5,"384.47",0.01
09/18/07,2007,"PLoS Biology","non RA","How and Why Does a Fly Turn Its Immune System Off?",0,2,3,5,"762.47",0.01
11/20/07,2007,"PLoS Medicine","non RA","Who Needs Cause-of-Death Data?",1,3,1,5,"699.47",0.01
01/30/08,2008,"PLoS ONE","RA","fMRI Evidence for a Cortical Hierarchy of Pitch Pattern Processing",2,1,2,5,"628.47",0.01
03/12/08,2008,"PLoS ONE","RA","Control of Muscle Mitochondria by Insulin Entails Activation of Akt2-mtNOS Pathway: Implications for the Metabolic Syndrome",0,0,5,5,"586.47",0.01
01/23/08,2008,"PLoS ONE","RA","Does the Effectiveness of Control Measures Depend on the Influenza Pandemic Profile?",2,1,2,5,"635.47",0.01
02/20/09,2009,"PLoS Computational Biology","RA","Conformational Changes and Slow Dynamics through Microsecond Polarized Atomistic Molecular Simulation of an Integral Kv1.2 Ion Channel",3,0,2,5,"241.47",0.02
02/06/08,2008,"PLoS ONE","RA","Comparative Bacterial Proteomics: Analysis of the Core Genome Concept",2,0,3,5,"621.47",0.01
08/21/08,2008,"PLoS ONE","RA","Clinical Characteristics of 26 Human Cases of Highly Pathogenic Avian Influenza A (H5N1) Virus Infection in China",1,1,3,5,"424.47",0.01
12/19/07,2007,"PLoS ONE","RA","A Family of Chemoreceptors in Tribolium castaneum (Tenebrionidae: Coleoptera)",2,1,2,5,"670.47",0.01
02/06/08,2008,"PLoS Neglected Tropical Diseases","RA","Helminth Infection and Eosinophilia and the Risk of Plasmodium falciparum Malaria in 1- to 6-Year-Old Children in a Malaria Endemic Area",1,1,3,5,"621.47",0.01
12/18/07,2007,"PLoS Medicine","non RA","Communal Living by Bacteria and the Pathogenesis of Urinary Tract Infections",2,0,3,5,"671.47",0.01
06/20/07,2007,"PLoS ONE","RA","Post-Infection Immunodeficiency Virus Control by Neutralizing Antibodies",4,1,0,5,"852.47",0.01
06/06/07,2007,"PLoS ONE","RA","HIV-Associated TB in An Giang Province, Vietnam, 2001?2004: Epidemiology and TB Treatment Outcomes",2,3,0,5,"866.47",0.01
12/26/06,2006,"PLoS Medicine","non RA","HIV-1 Viral Load Assays for Resource-Limited Settings: Clades Matter",3,2,0,5,"1028.47",0
02/27/08,2008,"PLoS ONE","RA","The Gammaherpesvirus m2 Protein Manipulates the Fyn/Vav Pathway through a Multidocking Mechanism of Assembly",1,3,1,5,"600.47",0.01
03/05/08,2008,"PLoS ONE","RA","Automated 3D Phenotype Analysis Using Data Mining",2,0,3,5,"593.47",0.01
10/21/08,2008,"PLoS Medicine","RA","The Relationship between Proteinuria and Coronary Risk: A Systematic Review and Meta-Analysis",2,0,3,5,"363.47",0.01
10/15/08,2008,"PLoS ONE","RA","Accuracy of Immunodiagnostic Tests for Active Tuberculosis Using Single and Combined Results: A Multicenter TBNET-Study",3,0,2,5,"369.47",0.01
10/19/04,2004,"PLoS Medicine","non RA","Palliative Care in Africa and the Caribbean",3,0,2,5,"1826.47",0
03/26/08,2008,"PLoS Neglected Tropical Diseases","RA","Rabies Diagnosis for Developing Countries",2,1,2,5,"572.47",0.01
08/27/08,2008,"PLoS ONE","RA","Adenine Nucleotide Translocator Transports Haem Precursors into Mitochondria",1,0,4,5,"418.47",0.01
02/27/08,2008,"PLoS ONE","RA","IdeS: A Bacterial Proteolytic Enzyme with Therapeutic Potential",1,1,3,5,"600.47",0.01
12/12/07,2007,"PLoS ONE","RA","What Causes Partial F1 Hybrid Viability? Incomplete Penetrance versus Genetic Variation",2,1,2,5,"677.47",0.01
07/18/06,2006,"PLoS Medicine","non RA","A New Mouse Model to Study Acquired Lymphedema",2,0,3,5,"1189.47",0
04/16/08,2008,"PLoS ONE","RA","High Genetic Differentiation between the M and S Molecular Forms of Anopheles gambiae in Africa",0,3,2,5,"551.47",0.01
12/12/07,2007,"PLoS ONE","RA","Monoallelic Expression of Multiple Genes in the CNS",1,0,4,5,"677.47",0.01
12/26/07,2007,"PLoS ONE","RA","An Animal Model of Emotional Blunting in Schizophrenia",1,1,3,5,"663.47",0.01
12/26/07,2007,"PLoS ONE","RA","Ultrasonic Communication in Rats: Can Playback of 50-kHz Calls Induce Approach Behavior?",1,2,2,5,"663.47",0.01
03/20/09,2009,"PLoS Computational Biology","RA","Broadband Criticality of Human Brain Network Synchronization",3,1,1,5,"213.47",0.02
01/20/04,2004,"PLoS Biology","non RA","Channelling Evolution",1,1,3,5,"2099.47",0
02/27/08,2008,"PLoS ONE","RA","Synthetic Biology of Proteins: Tuning GFPs Folding and Stability with Fluoroproline",1,0,4,5,"600.47",0.01
07/30/08,2008,"PLoS ONE","RA","Matrix Development in Self-Assembly of Articular Cartilage",1,0,4,5,"446.47",0.01
01/02/08,2008,"PLoS ONE","RA","Structural Requirements for Yersinia YopJ Inhibition of MAP Kinase Pathways",1,0,4,5,"656.47",0.01
07/16/08,2008,"PLoS ONE","RA","Neither Replication nor Simulation Supports a Role for the Axon Guidance Pathway in the Genetics of Parkinson's Disease",3,0,2,5,"460.47",0.01
02/27/08,2008,"PLoS ONE","RA","Augmentation of Neovascularizaiton in Hindlimb Ischemia by Combined Transplantation of Human Embryonic Stem Cells-Derived Endothelial and Mural Cells",2,0,3,5,"600.47",0.01
12/19/07,2007,"PLoS ONE","RA","Rapid Diagnosis of Smear-Negative Tuberculosis Using Immunology and Microbiology with Induced Sputum in HIV-Infected and Uninfected Individuals",1,0,4,5,"670.47",0.01
06/23/06,2006,"PLoS Genetics","RA","The Dynamics of Homologous Pairing during Mating Type Interconversion in Budding Yeast",1,4,0,5,"1214.47",0
12/19/07,2007,"PLoS ONE","RA","Light Variability Illuminates Niche-Partitioning among Marine Picocyanobacteria",1,1,3,5,"670.47",0.01
09/05/07,2007,"PLoS ONE","RA","The Tell-Tale Heart: Population-Based Surveillance Reveals an Association of Rofecoxib and Celecoxib with Myocardial Infarction",2,0,3,5,"775.47",0.01
10/15/08,2008,"PLoS ONE","RA","A Nationwide Survey of the Quality of Antimalarials in Retail Outlets in Tanzania",1,2,2,5,"369.47",0.01
12/19/07,2007,"PLoS ONE","RA","Bub1 Is a Fission Yeast Kinetochore Scaffold Protein, and Is Sufficient to Recruit other Spindle Checkpoint Proteins to Ectopic Sites on Chromosomes",1,1,3,5,"670.47",0.01
12/26/07,2007,"PLoS ONE","RA","Involvement of Skeletal Muscle Gene Regulatory Network in Susceptibility to Wound Infection Following Trauma",1,2,2,5,"663.47",0.01
08/27/08,2008,"PLoS Neglected Tropical Diseases","non RA","Large-Scale Preventive Chemotherapy for the Control of Helminth Infection in Western Pacific Countries: Six Years Later",1,1,3,5,"418.47",0.01
10/23/07,2007,"PLoS Medicine","non RA","Slum Health: From Understanding to Action",0,1,4,5,"727.47",0.01
08/20/08,2008,"PLoS Neglected Tropical Diseases","RA","Evaluation of Two New Commercial Tests for the Diagnosis of Acute Dengue Virus Infection Using NS1 Antigen Detection in Human Serum",0,1,4,5,"425.47",0.01
07/25/05,2005,"PLoS Genetics","RA","Cell-Autonomous Death of Cerebellar Purkinje Neurons with Autophagy in Niemann-Pick Type C Disease",0,5,0,5,"1547.47",0
07/16/08,2008,"PLoS ONE","RA","Differential Interactions of the Autonomous Pathway RRM Proteins and Chromatin Regulators in the Silencing of Arabidopsis Targets",2,0,3,5,"460.47",0.01
10/24/08,2008,"PLoS Genetics","RA","Predicting Unobserved Phenotypes for Complex Traits from Whole-Genome SNP Data",2,1,2,5,"360.47",0.01
09/05/07,2007,"PLoS ONE","RA","Human Immunity and the Design of Multi-Component, Single Target Vaccines",1,3,1,5,"775.47",0.01
03/14/07,2007,"PLoS ONE","RA","Theory versus Data: How to Calculate R0?",1,1,3,5,"950.47",0.01
03/07/08,2008,"PLoS Computational Biology","RA","Intrinsically Disordered Proteins Display No Preference for Chaperone Binding In Vivo",2,1,2,5,"591.47",0.01
03/07/08,2008,"PLoS Computational Biology","RA","A Continuum Model for Metabolic Gas Exchange in Pear Fruit",1,1,3,5,"591.47",0.01
09/13/05,2005,"PLoS Medicine","non RA","Free Antiretrovirals Must Not Be Restricted Only to Treatment-Naive Patients",2,0,3,5,"1497.47",0
11/30/07,2007,"PLoS Genetics","RA","Genome Organization and Gene Expression Shape the Transposable Element Distribution in the Drosophila melanogaster Euchromatin",1,1,3,5,"689.47",0.01
09/12/07,2007,"PLoS ONE","RA","Discovery of Genes Activated by the Mitochondrial Unfolded Protein Response (mtUPR) and Cognate Promoter Elements",1,1,3,5,"768.47",0.01
01/04/08,2008,"PLoS Pathogens","RA","Role of ABO Secretor Status in Mucosal Innate Immunity and H. pylori Infection",3,0,2,5,"654.47",0.01
12/21/07,2007,"PLoS Pathogens","RA","A Two-Phase Innate Host Response to Alphavirus Infection Identified by mRNP-Tagging In Vivo",0,1,4,5,"668.47",0.01
05/14/08,2008,"PLoS ONE","RA","Harnessing Soluble NK Cell Killer Receptors for the Generation of Novel Cancer Immune Therapy",1,1,3,5,"523.47",0.01
02/29/08,2008,"PLoS Computational Biology","RA","Systematic Analysis of Pleiotropy in C. elegans Early Embryogenesis",1,2,2,5,"598.47",0.01
02/27/08,2008,"PLoS ONE","RA","Diversity Arrays Technology (DArT) for Pan-Genomic Evolutionary Studies of Non-Model Organisms",2,2,1,5,"600.47",0.01
03/14/08,2008,"PLoS Computational Biology","RA","Entropy Measures Quantify Global Splicing Disorders in Cancer",1,1,3,5,"584.47",0.01
05/07/08,2008,"PLoS ONE","RA","A High Through-Put Reverse Genetic Screen Identifies Two Genes Involved in Remote Memory in Mice",3,1,1,5,"530.47",0.01
09/05/07,2007,"PLoS ONE","RA","Blindness Caused by Deficiency in AE3 Chloride/Bicarbonate Exchanger",1,0,4,5,"775.47",0.01
09/05/07,2007,"PLoS ONE","RA","Identification of a Guanine Nucleotide Exchange Factor for Arf3, the Yeast Orthologue of Mammalian Arf6",2,1,2,5,"775.47",0.01
12/09/08,2008,"PLoS ONE","RA","Is IP-10 a Better Biomarker for Active and Latent Tuberculosis in Children than IFN??",2,1,2,5,"314.47",0.02
09/19/07,2007,"PLoS ONE","RA","Persistent Infection and Promiscuous Recombination of Multiple Genotypes of an RNA Virus within a Single Host Generate Extensive Diversity",2,1,2,5,"761.47",0.01
09/28/07,2007,"PLoS Pathogens","RA","Viral Oncogeneâ€“Induced DNA Damage Response Is Activated in Kaposi Sarcoma Tumorigenesis",1,0,4,5,"752.47",0.01
06/27/08,2008,"PLoS Genetics","RA","Metabolic Actions of Estrogen Receptor Beta (ER?) are Mediated by a Negative Cross-Talk with PPAR?",1,0,4,5,"479.47",0.01
12/19/07,2007,"PLoS ONE","RA","Linking Gene Expression and Functional Network Data in Human Heart Failure",2,2,1,5,"670.47",0.01
09/26/07,2007,"PLoS ONE","RA","Global Patterns of City Size Distributions and Their Fundamental Drivers",1,0,4,5,"754.47",0.01
